TimeSinceStart,UserHeight,TrialNo,TrialID,ParticipantID,ExperimentSequence,Layout,Difficulty,TrialState,CameraPosition.x,CameraPosition.y,CameraPosition.z,CameraEulerAngles.x,CameraEulerAngles.y,CameraEulerAngles.z,MainControllerPosition.x,MainControllerPosition.y,MainControllerPosition.z,MainControllerEulerAngles.x,MainControllerEulerAngles.y,MainControllerEulerAngles.z,MainPadPressed,MainTriggerPressed
37.82,1,1,Training,0,0,Flat,5,showPattern,-0.06105643,0.6352587,-0.03974006,326.0806,0.4512882,353.5879,-2.001132,0.8570508,-3.716946,348.3239,335.2588,350.6633,False,False
37.83111,1,1,Training,0,0,Flat,5,showPattern,-0.06109535,0.635233,-0.0397042,326.0824,0.4526773,353.583,-2.001199,0.8567982,-3.717127,348.3232,335.2654,350.6545,False,False
37.84222,1,1,Training,0,0,Flat,5,showPattern,-0.061124,0.635224,-0.0397406,326.0844,0.4572143,353.5876,-2.001142,0.8568708,-3.717237,348.3165,335.278,350.6352,False,False
37.85333,1,1,Training,0,0,Flat,5,showPattern,-0.06109932,0.6352354,-0.0397848,326.0777,0.452323,353.5922,-2.001275,0.8570915,-3.716985,348.325,335.2719,350.6363,False,False
37.86444,1,1,Training,0,0,Flat,5,showPattern,-0.06106792,0.6352262,-0.03965561,326.0738,0.4515134,353.5863,-2.001299,0.8569684,-3.716945,348.3326,335.279,350.621,False,False
37.87556,1,1,Training,0,0,Flat,5,showPattern,-0.0610903,0.635202,-0.03965334,326.0786,0.451357,353.5868,-2.001305,0.8569468,-3.716921,348.3355,335.2809,350.6001,False,False
37.88667,1,1,Training,0,0,Flat,5,showPattern,-0.06100675,0.6352462,-0.0397286,326.079,0.4564046,353.5787,-2.001335,0.8571179,-3.716875,348.3359,335.3073,350.5788,False,False
37.89778,1,1,Training,0,0,Flat,5,showPattern,-0.06099945,0.6352003,-0.03976543,326.074,0.4546248,353.5728,-2.001415,0.8573053,-3.716722,348.344,335.3013,350.5955,False,False
37.90889,1,1,Training,0,0,Flat,5,showPattern,-0.06093121,0.6352214,-0.03967518,326.0847,0.462019,353.5717,-2.001409,0.8573329,-3.716825,348.3275,335.2823,350.5703,False,False
37.92,1,1,Training,0,0,Flat,5,showPattern,-0.0609755,0.6352688,-0.03972167,326.0756,0.4530323,353.5782,-2.001427,0.8573054,-3.716947,348.3307,335.2831,350.5934,False,False
37.93111,1,1,Training,0,0,Flat,5,showPattern,-0.06094767,0.6352775,-0.0395816,326.0796,0.4478533,353.5802,-2.001159,0.8567208,-3.717507,348.3062,335.288,350.5928,False,False
37.94222,1,1,Training,0,0,Flat,5,showPattern,-0.06096758,0.6352456,-0.03967457,326.0753,0.4385382,353.5917,-2.001175,0.8566829,-3.717571,348.3024,335.2867,350.6169,False,False
37.95333,1,1,Training,0,0,Flat,5,showPattern,-0.06097596,0.6352507,-0.03969399,326.0836,0.4540027,353.5856,-2.001218,0.8568437,-3.717455,348.3054,335.2804,350.6398,False,False
37.96445,1,1,Training,0,0,Flat,5,showPattern,-0.06106623,0.6352233,-0.03971215,326.0756,0.4470356,353.5834,-2.001227,0.8567128,-3.717384,348.3112,335.2762,350.6508,False,False
37.97556,1,1,Training,0,0,Flat,5,showPattern,-0.06109389,0.6352344,-0.03975705,326.0727,0.4350131,353.591,-2.001173,0.8567905,-3.717295,348.3125,335.2843,350.6346,False,False
37.98667,1,1,Training,0,0,Flat,5,showPattern,-0.06120296,0.6351887,-0.03979161,326.0811,0.454161,353.5831,-2.001154,0.8567836,-3.717335,348.3184,335.2888,350.6364,False,False
37.99778,1,1,Training,0,0,Flat,5,showPattern,-0.06117032,0.6351869,-0.03976547,326.0773,0.437823,353.5815,-2.001092,0.8568056,-3.717362,348.3142,335.2965,350.599,False,False
38.00889,1,1,Training,0,0,Flat,5,showPattern,-0.06119397,0.6352435,-0.03974901,326.0758,0.4479329,353.5839,-2.001228,0.8572704,-3.716896,348.332,335.3024,350.5872,False,False
38.02,1,1,Training,0,0,Flat,5,showPattern,-0.06114457,0.6352333,-0.0397631,326.0671,0.4554119,353.5889,-2.001211,0.8571689,-3.716822,348.326,335.3021,350.5624,False,False
38.03111,1,1,Training,0,0,Flat,5,showPattern,-0.06113389,0.6353095,-0.03969669,326.0815,0.4424145,353.5891,-2.001228,0.8569624,-3.717002,348.3175,335.2953,350.5514,False,False
38.04222,1,1,Training,0,0,Flat,5,showPattern,-0.06104593,0.6353045,-0.03975479,326.0771,0.4578663,353.5814,-2.001204,0.8569845,-3.716991,348.3137,335.2894,350.5317,False,False
38.05333,1,1,Training,0,0,Flat,5,showPattern,-0.06106159,0.635293,-0.03974861,326.0773,0.459735,353.5808,-2.000975,0.8568211,-3.717133,348.3013,335.3049,350.5103,False,False
38.06445,1,1,Training,0,0,Flat,5,showPattern,-0.0609564,0.6352544,-0.03970018,326.0892,0.4550609,353.5849,-2.001208,0.8568902,-3.716761,348.3191,335.2943,350.5237,False,False
38.07556,1,1,Training,0,0,Flat,5,showPattern,-0.06098752,0.6353485,-0.03963437,326.0836,0.4622353,353.5759,-2.0012,0.8568965,-3.716736,348.3155,335.2939,350.5223,False,False
38.08667,1,1,Training,0,0,Flat,5,showPattern,-0.06108245,0.6352361,-0.03965781,326.0809,0.4679455,353.5779,-2.001199,0.8570327,-3.717044,348.3073,335.3052,350.5418,False,False
38.09778,1,1,Training,0,0,Flat,5,showPattern,-0.06111905,0.6352431,-0.03965654,326.0812,0.4673982,353.5845,-2.00106,0.8568633,-3.717139,348.3009,335.3054,350.5429,False,False
38.10889,1,1,Training,0,0,Flat,5,showPattern,-0.06111956,0.6351933,-0.0397328,326.0719,0.4643003,353.5782,-2.001385,0.8570243,-3.716975,348.3114,335.2886,350.5653,False,False
38.12,1,1,Training,0,0,Flat,5,showPattern,-0.06118105,0.6352339,-0.03973501,326.087,0.4597162,353.5837,-2.001374,0.8572055,-3.717262,348.2956,335.2737,350.5655,False,False
38.13111,1,1,Training,0,0,Flat,5,showPattern,-0.06117608,0.6352271,-0.03975573,326.0803,0.4555249,353.5844,-2.001411,0.8574779,-3.717016,348.3052,335.2699,350.5786,False,False
38.14222,1,1,Training,0,0,Flat,5,showPattern,-0.06109975,0.6352203,-0.03986741,326.0728,0.452121,353.5817,-2.001412,0.8572686,-3.71694,348.3032,335.2747,350.5876,False,False
38.15334,1,1,Training,0,0,Flat,5,showPattern,-0.06107363,0.6352564,-0.03987204,326.0775,0.4449081,353.5969,-2.001453,0.857239,-3.716984,348.3117,335.2776,350.5993,False,False
38.16444,1,1,Training,0,0,Flat,5,showPattern,-0.06101528,0.6351704,-0.03980369,326.0748,0.4572887,353.5862,-2.001476,0.8572903,-3.71698,348.3088,335.2753,350.6046,False,False
38.17556,1,1,Training,0,0,Flat,5,showPattern,-0.06102056,0.635236,-0.03968817,326.0773,0.4628987,353.5778,-2.00122,0.856877,-3.717397,348.2913,335.2717,350.6073,False,False
38.18667,1,1,Training,0,0,Flat,5,showPattern,-0.06099808,0.6352427,-0.03971515,326.0815,0.4493988,353.5898,-2.001058,0.8571531,-3.717466,348.2906,335.2664,350.6275,False,False
38.19778,1,1,Training,0,0,Flat,5,showPattern,-0.06099492,0.6352524,-0.03969098,326.08,0.4535032,353.5821,-2.001029,0.857181,-3.717506,348.2905,335.2641,350.6312,False,False
